query_id,query,gold_ans,pred,f1,fail_class,bridge_complete,gold_in_selected,gold_text_in_sel
2wiki_ccf4967c0bdd11eba7f7acde48001122,Which country the director of film Downloaded (Film) is from?,American,alex winter,0.0,G1_confabulation,False,True,True
2wiki_f47416a6085811ebbd5bac1f6bf848b6,"Which film has the director born earlier, The Cat And The Moon or Chicken Party?",Chicken Party,tate taylor,0.0,G1_confabulation,False,True,True
2wiki_480ca2c0084e11ebbd56ac1f6bf848b6,"Who is younger, Harald Ludvig Westergaard or Brackin Karauria-Henry?",Brackin Karauria-Henry,brackin karauria henry,1.0,SUCCESS,True,True,True
2wiki_9b659c320bdd11eba7f7acde48001122,Where was the place of burial of Henry Of Blois's father?,Ramla,i don t know,0.0,S2_selection_chunk_miss,True,True,False
2wiki_8afa12aa08b411ebbd88ac1f6bf848b6,Do director of film Casanova Brown and director of film Dawn (2014 Film) have th,no,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_21a3b9fa0bde11eba7f7acde48001122,When was Britannicus's father born?,1 August 10,i don t know,0.0,G3_abstention,True,True,True
2wiki_f147fc0c088711ebbd6eac1f6bf848b6,"Which film whose director was born first, Song Of Surrender or Cognasse?",Cognasse,louis mercanton,0.0,G1_confabulation,False,True,True
2wiki_739b0fb80bdb11eba7f7acde48001122,Which country Keōpūolani's husband is from?,Kingdom of Hawaii,hawaii,0.5,SUCCESS,False,True,True
2wiki_bfb58f38089611ebbd76ac1f6bf848b6,"Which film has the director died earlier, Rough Riders' Round-Up or Edge Of Fury",Rough Riders' Round-Up,william k howard,0.0,G1_confabulation,False,True,True
2wiki_556b75e00baf11ebab90acde48001122,"Who is the paternal grandfather of Leicester Devereux, 7Th Viscount Hereford?","Walter Devereux, 5th Viscount Hereford",i don t know,0.0,G3_abstention,True,True,True
2wiki_8781edc00bdc11eba7f7acde48001122,What is the place of birth of Samuel Von Cocceji's father?,Bremen,i don t know,0.0,G3_abstention,True,True,True
2wiki_9bdc27880bda11eba7f7acde48001122,What is the place of birth of the composer of song Bullet (Misfits Song)?,"Lodi, New Jersey",lodi new jersey,1.0,SUCCESS,True,True,True
2wiki_31f991ae084a11ebbd56ac1f6bf848b6,"Which film has the director died earlier, Hôtel Du Nord or Down In 'Arkansaw'?",Down In 'Arkansaw',marcel carné,0.0,G1_confabulation,False,True,True
2wiki_6c77f58c0bb011ebab90acde48001122,Who is Albert Kūnuiākea's maternal grandfather?,John Young,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_f289b90a0bdb11eba7f7acde48001122,Where was the wife of Dennis Flanagan born?,Milwaukee,new york city,0.0,S2_selection_chunk_miss,False,True,False
2wiki_02102208088011ebbd6cac1f6bf848b6,"Who is younger, Thomas Praytor or Matthew Knox?",Matthew Knox,matthew knox,1.0,SUCCESS,True,True,True
2wiki_f78040ad086911ebbd5fac1f6bf848b6,"Which film whose director is younger, Tiempo De Morir or Magic In The Moonlight?",Tiempo De Morir,gracia querejeta,0.0,G1_confabulation,False,True,True
2wiki_f5a549f20bda11eba7f7acde48001122,Where was the performer of song Hard Feelings/Loveless born?,Takapuna,columbus ohio,0.0,S2_selection_chunk_miss,False,True,False
2wiki_931f84c608f311ebbdaaac1f6bf848b6,"Which film was released earlier, Free Willy: Escape From Pirate'S Cove or Once U",Once Upon A Time In High School,once upon time in high school,1.0,SUCCESS,True,True,True
2wiki_1e1d8778088e11ebbd70ac1f6bf848b6,"Which film has the director who died earlier, Naa Mechida Huduga or The Countess",The Countess Died Of Laughter,veeramachineni madhusudhan rao,0.0,G1_confabulation,False,True,True
2wiki_5eb351b4095311ebbdaeac1f6bf848b6,"Which film was released more recently, Dorte or Senorita From The West?",Dorte,dorte,1.0,SUCCESS,True,True,True
2wiki_19fe78b008d511ebbd98ac1f6bf848b6,"Did the movies A Chrysanthemum Bursts In Cincoesquinas and L'Architecte Textile,",yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_096cc7d00bdb11eba7f7acde48001122,What nationality is Gianfrancesco Gonzaga (1446–1496)'s mother?,Germany,german,0.0,G1_confabulation,True,True,True
2wiki_80a02ad608f711ebbdaaac1f6bf848b6,"Who died later, Howard Kinsman or Abdullah Abu Azzam Al-Iraqi?",Abdullah Abu Azzam Al-Iraqi,abdullah abu azzam al iraqi,1.0,SUCCESS,True,True,True
2wiki_fd85010a0bdd11eba7f7acde48001122,What is the place of birth of the director of film The Den (2013 Film)?,Madison,paris,0.0,S2_selection_chunk_miss,False,True,False
2wiki_ed1a7a70089f11ebbd78ac1f6bf848b6,"Which film has the director born earlier, Swat The Spy or The Crimson City?",Swat The Spy,swat spy,1.0,SUCCESS,False,True,True
2wiki_c9a4f37409b511ebbdb0ac1f6bf848b6,Are both Dronningkrona and Leirungstinden located in the same country?,yes,no,0.0,S2_selection_chunk_miss,True,True,False
2wiki_252307240bda11eba7f7acde48001122,What is the place of birth of Nadia Benois's father?,Peterhof,i don t know,0.0,G3_abstention,True,True,True
2wiki_87a141780bd911eba7f7acde48001122,Where was the husband of Anna Of Saxony born?,Dillenburg,i don t know,0.0,S2_selection_chunk_miss,False,True,False
2wiki_1dd18a37086a11ebbd5fac1f6bf848b6,"Which film has the director who was born later, All The Gold In The World or The",The Crowning Touch,crowning touch,1.0,SUCCESS,False,True,True
2wiki_f6e78f680bae11ebab90acde48001122,Who is the paternal grandfather of Randolph Greene Pack?,George Willis Pack,i don t know,0.0,G3_abstention,True,True,True
2wiki_1a24af500bdd11eba7f7acde48001122,What is the place of birth of the director of film Barricade (2012 Film)?,England,i don t know,0.0,G3_abstention,False,True,True
2wiki_247f29b00bda11eba7f7acde48001122,Where did the director of film Saadia (Film) graduate from?,Harvard,i don t know,0.0,G3_abstention,False,True,True
2wiki_c39a9d46086111ebbd5dac1f6bf848b6,"Who is younger, H. Dean Evans or Henry G. Hager?",Henry G. Hager,henry g hager,1.0,SUCCESS,True,True,True
2wiki_0056b9ff08e711ebbda5ac1f6bf848b6,"Who died first, Leslie Alcock or Dara Shikoh?",Dara Shikoh,dara shikoh,1.0,SUCCESS,True,True,True
2wiki_a45d8fe20bd911eba7f7acde48001122,When did Francis Nathaniel Burton's father die?,22 May 1787,1787,0.5,SUCCESS,True,True,True
2wiki_d6c5f2680bdd11eba7f7acde48001122,What nationality is Beatrice Of Savoy's mother?,France,french,0.0,G1_confabulation,True,True,True
2wiki_3d14d8e508ec11ebbda7ac1f6bf848b6,"Who is older, Matteo Serafini or Byrde M. Vaughan?",Byrde M. Vaughan,byrde m vaughan,1.0,SUCCESS,True,True,True
2wiki_f9de1f320bdd11eba7f7acde48001122,Which country Sun Huan (Jiming)'s father is from?,China,i don t know,0.0,G3_abstention,True,True,True
2wiki_9e506db00bdc11eba7f7acde48001122,Who is the mother of the director of film Brenda Brave?,Käbi Laretei,i don t know,0.0,S2_selection_chunk_miss,False,True,False
